index,title,random_sentence,url,categories
433,International Headache Society,(en) « 2011 International Headache Congress website »(Archive.org • Wikiwix • Archive.is • Google • Que faire ?),fr.wikipedia.org/wiki/International_Headache_Society,"Catégorie:Article contenant un lien mort, Catégorie:Céphalée, Catégorie:Organisme fondé en 1981, Catégorie:Portail:Biologie/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Médecine/Articles liés, Catégorie:Portail:Royaume-Uni/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Wikipédia:ébauche Royaume-Uni, Catégorie:Wikipédia:ébauche médecine, Catégorie:Wikipédia:ébauche psychologie"
434,Zubr (Biélorussie),Zubr signifie bison en référence au dernier peuplement de bison d'Europe qui ne survivent plus que dans une forêt entre la Pologne et la Biélorussie.,fr.wikipedia.org/wiki/Zubr_(Bi%C3%A9lorussie),"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un appel à traduction en biélorusse, Catégorie:Article contenant un appel à traduction en orthographe classique biélorusse, Catégorie:Article contenant un appel à traduction en russe, Catégorie:Mouvement démocratique biélorusse, Catégorie:Politique en Biélorussie, Catégorie:Portail:Biélorussie/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Politique/Articles liés, Catégorie:Wikipédia:ébauche Biélorussie, Catégorie:Wikipédia:ébauche politique"
435,Nationalisme albanais,Le nationalisme albanais contemporain bénéficie d'un large soutien parmi les Albanais de souche dans les Balkans et en particulier dans la diaspora.,fr.wikipedia.org/wiki/Nationalisme_albanais,"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Histoire de l'Albanie, Catégorie:Histoire du Kosovo, Catégorie:Nationalisme albanais, Catégorie:Nationalisme par pays ou région, Catégorie:Portail:Albanie/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Nationalisme/Articles liés, Catégorie:Portail:Politique/Articles liés, Catégorie:Wikipédia:ébauche Albanie, Catégorie:Wikipédia:ébauche politique"
436,Style ouzorotché,"Des toits en forme de tente recouvrent les clochers, les nefs, les porches des églises en style ouzorotché.",fr.wikipedia.org/wiki/Style_ouzorotch%C3%A9,"Catégorie:Architecture en Russie, Catégorie:Art en Russie, Catégorie:Histoire de l'architecture, Catégorie:Histoire de l'art par pays, Catégorie:Portail:Architecture et urbanisme/Articles liés, Catégorie:Portail:Arts/Articles liés, Catégorie:Portail:Asie/Articles liés, Catégorie:Portail:Culture russe/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Histoire de l'art/Articles liés, Catégorie:Portail:Russie/Articles liés, Catégorie:Style architectural"
437,Association des écrivains sportifs,Elle garde son indépendance d'esprit et d'action sans dévier de son but : le perfectionnement humain à travers l'idéal sportif.,fr.wikipedia.org/wiki/Association_des_%C3%A9crivains_sportifs,"Catégorie:Article utilisant une Infobox, Catégorie:Organisme fondé en 1932, Catégorie:Page utilisant une présentation en colonnes avec un nombre fixe de colonnes, Catégorie:Portail:Associations/Articles liés, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Sport/Articles liés, Catégorie:Wikipédia:ébauche association, Catégorie:Wikipédia:ébauche sport, Catégorie:Wikipédia:ébauche écrivain français, Catégorie:Écrivain sportif"
438,Étude probabiliste de sûreté,"Cette méthode a été utilisée pour vérifier la sûreté des centrales nucléaires, qui repose sur une conception déterministe (Défense en profondeur).",fr.wikipedia.org/wiki/%C3%89tude_probabiliste_de_s%C3%BBret%C3%A9,"Catégorie:Industrie, Catégorie:Ingénierie, Catégorie:Portail:Industrie/Articles liés, Catégorie:Portail:Probabilités et statistiques/Articles liés, Catégorie:Portail:Sciences/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Projet:Mathématiques/Articles, Catégorie:Sûreté de fonctionnement, Catégorie:Wikipédia:ébauche sécurité"
439,Prima Donna: A Symphonic Visual Concert,"(en) « Prima Donna – A Symphonic Visual Concert in Athens » [archive du 9 septembre 2015], RufusWainwright.com, 4 août 2015 (consulté le 28 août 2015)",fr.wikipedia.org/wiki/Prima_Donna:_A_Symphonic_Visual_Concert,"Catégorie:2015 en musique, Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article contenant un appel à traduction en italien, Catégorie:Article contenant un lien mort, Catégorie:Article utilisant une Infobox, Catégorie:Portail:Musique/Articles liés, Catégorie:Spectacle"
440,Torm (entreprise),La société est cotée à Copenhague (elle est incluse dans l'indice OMX Copenhagen) et au NASDAQ de New York.,fr.wikipedia.org/wiki/Torm_(entreprise),"Catégorie:Article contenant un appel à traduction en anglais, Catégorie:Article manquant de références/Liste complète, Catégorie:Article manquant de références depuis juin 2023, Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Entreprise, Catégorie:Compagnie maritime, Catégorie:Entreprise ayant son siège à Copenhague, Catégorie:Industrie pétrolière au Danemark, Catégorie:Page utilisant P112, Catégorie:Page utilisant P127, Catégorie:Page utilisant P1454, Catégorie:Page utilisant P159, Catégorie:Page utilisant P414, Catégorie:Page utilisant P452, Catégorie:Page utilisant P571, Catégorie:Page utilisant P856, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Portail:Danemark/Articles liés, Catégorie:Portail:Entreprises/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Maritime/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Portail:Énergie/Articles liés, Catégorie:Portail:Énergie fossile/Articles liés, Catégorie:Transport de l'énergie, Catégorie:Wikipédia:Pomme/Liste complète, Catégorie:Wikipédia:Pomme créée en 2015, Catégorie:Wikipédia:Pomme présentée sur le bistro en 2023"
441,1754 en philosophie,"Antoine Arnauld :  Grammaire générale et raisonnée : contenant les fondemens de l'art de parler, expliqués d'une manière claire et naturelle.",fr.wikipedia.org/wiki/1754_en_philosophie,"Catégorie:1754, Catégorie:1754 en philosophie, Catégorie:Article utilisant une Infobox, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Philosophie/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:XVIIIe siècle/Articles liés, Catégorie:Portail:Époque moderne/Articles liés, Catégorie:Wikipédia:ébauche chronologie, Catégorie:Wikipédia:ébauche philosophie, Catégorie:XVIIIe siècle en philosophie"
443,Stylistique,"Pour Buffon, ainsi, le style, c'est l'homme même, c'est-à-dire que le style, c'est l'écart par rapport à la norme linguistique.",fr.wikipedia.org/wiki/Stylistique,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P1417, Catégorie:Page utilisant P3219, Catégorie:Page utilisant P8313, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Linguistique/Articles liés, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Rhétorique"
444,Libération sous caution,(en) Cet article est partiellement ou en totalité issu de l’article de Wikipédia en anglais intitulé « Bail » (voir la liste des auteurs).,fr.wikipedia.org/wiki/Lib%C3%A9ration_sous_caution,"Catégorie:Article à référence nécessaire, Catégorie:Cautionnement, Catégorie:Portail:Droit/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Procédure pénale, Catégorie:Wikipédia:ébauche droit"
445,Philippe-Christine de Lalaing,"Ce dernier, parti attaquer Gravelines, avait laissé le soin de la défense de Tournai à son lieutenant et à sa femme.",fr.wikipedia.org/wiki/Philippe-Christine_de_Lalaing,"Catégorie:Article avec une section vide ou incomplète, Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant une Infobox, Catégorie:Décès en juin 1582, Catégorie:Histoire de Tournai, Catégorie:Maison de Lalaing, Catégorie:Maison de Melun, Catégorie:Naissance en 1545, Catégorie:Noblesse dans les Pays-Bas méridionaux, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P4539, Catégorie:Page utilisant un modèle Bases inactif, Catégorie:Personnalité de la guerre de Quatre-Vingts Ans, Catégorie:Personnalité wallonne du protestantisme, Catégorie:Portail:Belgique/Articles liés, Catégorie:Portail:Biographie/Articles liés/Militaire, Catégorie:Portail:Christianisme/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Hainaut/Articles liés, Catégorie:Portail:Histoire/Articles liés, Catégorie:Portail:Protestantisme/Articles liés, Catégorie:Portail:Religions et croyances/Articles liés, Catégorie:Portail:Wallonie/Articles liés, Catégorie:Wikipédia:Article biographique, Catégorie:Wikipédia:ébauche histoire, Catégorie:Wikipédia:ébauche personnalité belge"
446,Allemand autrichien,"Rudolf de Cillia, « Politiques linguistiques et plurilinguisme en Autriche », Asinag, no 14,‎ 2019, p.",fr.wikipedia.org/wiki/Allemand_autrichien,"Catégorie:Article contenant un appel à traduction en allemand, Catégorie:Catégorie Commons avec lien local différent sur Wikidata, Catégorie:Inventaire de langues, Catégorie:Langue allemande, Catégorie:Langue en Autriche, Catégorie:Langue en Italie, Catégorie:Portail:Autriche/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Italie/Articles liés, Catégorie:Portail:Langues/Articles liés, Catégorie:Portail:Langues germaniques/Articles liés, Catégorie:Portail:Trentin-Haut-Adige/Articles liés, Catégorie:Wikipédia:ébauche langue"
447,Maîtresse (relation amoureuse),"La pratique d'avoir une maîtresse s'est toutefois poursuivie chez certains hommes mariés, en particulier pour les plus riches.",fr.wikipedia.org/wiki/Ma%C3%AEtresse_(relation_amoureuse),"Catégorie:Amour, Catégorie:Article contenant un lien mort, Catégorie:Portail:Sciences humaines et sociales/Articles liés, Catégorie:Portail:Sexualité et sexologie/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Relation humaine, Catégorie:Sexualité humaine"
450,Centrale nucléaire de Beaver Valley,La centrale de Beaver Valley possède deux réacteurs à eau pressurisée (REP) de conception Westinghouse :,fr.wikipedia.org/wiki/Centrale_nucl%C3%A9aire_de_Beaver_Valley,"Catégorie:Article géolocalisé aux États-Unis, Catégorie:Article utilisant l'infobox Centrale nucléaire, Catégorie:Article utilisant une Infobox, Catégorie:Centrale nucléaire aux États-Unis, Catégorie:Comté de Beaver (Pennsylvanie), Catégorie:Infrastructure énergétique mise en service en 1976, Catégorie:Infrastructure énergétique mise en service en 1987, Catégorie:Page avec coordonnées similaires sur Wikidata, Catégorie:Page avec des cartes, Catégorie:Page utilisant P18, Catégorie:Page utilisant P729, Catégorie:Portail:Amérique/Articles liés, Catégorie:Portail:Amérique du Nord/Articles liés, Catégorie:Portail:Industrie/Articles liés, Catégorie:Portail:Nucléaire/Articles liés, Catégorie:Portail:Pennsylvanie/Articles liés, Catégorie:Portail:Technologies/Articles liés, Catégorie:Portail:Économie/Articles liés, Catégorie:Portail:Énergie/Articles liés, Catégorie:Portail:États-Unis/Articles liés, Catégorie:Wikipédia:ébauche Pennsylvanie, Catégorie:Wikipédia:ébauche industrie, Catégorie:Wikipédia:ébauche nucléaire, Catégorie:Wikipédia:ébauche énergie, Catégorie:Énergie en Pennsylvanie"
451,"Cinéma, Cinémas","L'émission s'ouvre sur des tableaux de Guy Peellaert accompagnés par la musique envoûtante du film Une place au soleil, composée par Franz Waxman.","fr.wikipedia.org/wiki/Cin%C3%A9ma,_Cin%C3%A9mas","Catégorie:Article utilisant une Infobox, Catégorie:Article à illustrer Émission de télévision, Catégorie:Portail:Cinéma/Articles liés, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:France/Articles liés, Catégorie:Portail:Médias/Articles liés, Catégorie:Portail:Télévision/Articles liés, Catégorie:Portail:Télévision française/Articles liés, Catégorie:Wikipédia:ébauche émission de télévision française, Catégorie:Émission de télévision créée en 1982, Catégorie:Émission de télévision disparue en 1991, Catégorie:Émission de télévision produite en France, Catégorie:Émission de télévision sur le cinéma, Catégorie:Émission diffusée sur Antenne 2"
452,Macropedius,Il meurt à la maison des  Frères de la Vie Commune lors d'une épidémie de peste en 1558 et il est enterré à l’Église des Frères.,fr.wikipedia.org/wiki/Macropedius,"Catégorie:Article de Wikipédia avec notice d'autorité, Catégorie:Article utilisant l'infobox Biographie2, Catégorie:Article utilisant l'infobox Biographie2 avec la charte dramaturge, Catégorie:Article utilisant une Infobox, Catégorie:Dramaturge néerlandais, Catégorie:Décès en juillet 1558, Catégorie:Décès à 71 ans, Catégorie:Décès à Bois-le-Duc, Catégorie:Naissance en 1487, Catégorie:Naissance à Gemert, Catégorie:Page pointant vers des bases externes, Catégorie:Page pointant vers des bases relatives à la musique, Catégorie:Page pointant vers des dictionnaires ou encyclopédies généralistes, Catégorie:Page utilisant P106, Catégorie:Page utilisant P119, Catégorie:Page utilisant P19, Catégorie:Page utilisant P20, Catégorie:Page utilisant P434, Catégorie:Page utilisant P4342, Catégorie:Page utilisant P5504, Catégorie:Page utilisant P569, Catégorie:Page utilisant P570, Catégorie:Page utilisant P6234, Catégorie:Page utilisant P651, Catégorie:Page utilisant P69, Catégorie:Page utilisant P742, Catégorie:Page utilisant P7902, Catégorie:Page utilisant des données de Wikidata à traduire de l'anglais, Catégorie:Personnalité liée à l'éducation, Catégorie:Portail:Biographie/Articles liés/Culture et arts, Catégorie:Portail:Europe/Articles liés, Catégorie:Portail:Littérature/Articles liés, Catégorie:Portail:Pays-Bas/Articles liés, Catégorie:Portail:Société/Articles liés, Catégorie:Portail:Éducation/Articles liés, Catégorie:Wikipédia:Article biographique, Catégorie:Écrivain catholique, Catégorie:Écrivain néerlandais du XVIe siècle"
